Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
647,11.8,2,0.026031835,10,101.2674,3,2009,1,2,2,2181.288913575032
1475,20.2,1,0.011868237,9,154.434,3,2009,1,2,2,2181.288913575032
480,15.1,1,0.052420442,10,242.4512,9,1999,1,0,1,2181.288913575032
1133,7.05,1,0.085446623,13,107.8912,2,2007,1,1,1,2181.288913575032
844,6.46,2,0.049153588,6,145.3102,6,2004,2,1,1,2181.288913575032
1168,8.945,2,0.08757299,4,261.191,1,1987,0,2,1,2181.288913575032
1268,10.5,1,0.0,9,170.6106,7,2002,1,1,1,2181.288913575032
1531,21.25,1,0.113603432,8,231.73,8,1997,2,0,1,2181.288913575032
624,16.7,2,0.070058787,0,190.3214,7,2002,1,1,1,2181.288913575032
502,12.792854228644284,2,0.136978402,5,160.4236,5,1985,1,2,3,2181.288913575032
1504,5.11,1,0.0,9,164.121,9,1999,1,0,1,2181.288913575032
273,12.792854228644284,1,0.120932251,6,121.044,5,1985,1,2,3,2181.288913575032
558,11.0,1,0.00898298,10,123.0756,3,2009,1,2,2,2181.288913575032
1367,9.6,1,0.00673599,9,166.4184,2,2007,1,1,1,2181.288913575032
229,12.792854228644284,1,0.053288809,4,257.5672,4,1985,2,0,0,2181.288913575032
56,12.792854228644284,1,0.018957442,14,188.324,5,1985,1,2,3,2181.288913575032
1225,7.84,4,0.153733623,3,51.935,9,1999,1,0,1,2181.288913575032
232,12.792854228644284,2,0.032925311,6,223.5772,4,1985,2,0,0,2181.288913575032
852,9.1,2,0.008034387,5,82.5618,8,1997,2,0,1,2181.288913575032
1425,12.792854228644284,1,0.051902594,9,44.7086,4,1985,2,0,0,2181.288913575032
1411,13.1,1,0.012124086,11,190.753,7,2002,1,1,1,2181.288913575032
797,12.792854228644284,2,0.105799985,5,155.0656,4,1985,2,0,0,2181.288913575032
699,7.865,1,0.061308404,2,164.8526,3,2009,1,2,2,2181.288913575032
571,7.445,1,0.0,0,77.2354,1,1987,0,2,1,2181.288913575032
971,11.1,1,0.060090767,6,152.5366,3,2009,1,2,2,2181.288913575032
1082,20.75,1,0.0,6,123.373,8,1997,2,0,1,2181.288913575032
1026,16.7,2,0.101891731,0,98.7384,0,1998,1,2,0,2181.288913575032
445,20.7,1,0.021413299,0,158.2288,1,1987,0,2,1,2181.288913575032
1065,13.35,1,0.048101713,1,216.0166,9,1999,1,0,1,2181.288913575032
577,10.195,1,0.080455726,13,120.144,7,2002,1,1,1,2181.288913575032
590,12.792854228644284,1,0.16763712,5,45.506,5,1985,1,2,3,2181.288913575032
1455,10.3,1,0.116932555,8,155.463,8,1997,2,0,1,2181.288913575032
516,11.35,2,0.023417483,4,185.1608,3,2009,1,2,2,2181.288913575032
1136,8.355,1,0.0,0,93.5462,9,1999,1,0,1,2181.288913575032
955,5.26,2,0.0,1,96.3068,8,1997,2,0,1,2181.288913575032
924,16.7,2,0.062140968,13,60.8562,9,1999,1,0,1,2181.288913575032
1244,8.1,2,0.019849032,3,87.7198,3,2009,1,2,2,2181.288913575032
1101,12.792854228644284,2,0.022316641,6,229.5036,5,1985,1,2,3,2181.288913575032
132,15.2,1,0.050461669,14,95.5752,2,2007,1,1,1,2181.288913575032
515,10.3,2,0.05017202,3,80.596,7,2002,1,1,1,2181.288913575032
168,14.0,1,0.030069149,6,217.4192,1,1987,0,2,1,2181.288913575032
528,12.792854228644284,2,0.070394702,3,190.053,4,1985,2,0,0,2181.288913575032
816,7.275,1,0.0,13,146.776,2,2007,1,1,1,2181.288913575032
1460,12.792854228644284,1,0.0,8,193.5794,4,1985,2,0,0,2181.288913575032
426,13.3,2,0.071563651,6,59.9536,9,1999,1,0,1,2181.288913575032
10,12.792854228644284,2,0.032284472,14,123.973,5,1985,1,2,3,2181.288913575032
1061,17.75,1,0.055063016,6,144.5444,6,2004,2,1,1,2181.288913575032
811,20.2,2,0.0,2,157.363,7,2002,1,1,1,2181.288913575032
335,8.905,1,0.239568811,5,60.4878,0,1998,1,2,0,2181.288913575032
822,15.7,2,0.0,10,205.798,1,1987,0,2,1,2181.288913575032
306,8.615,1,0.0,6,92.9436,9,1999,1,0,1,2181.288913575032
676,6.615,2,0.153942031,3,249.7408,0,1998,1,2,0,2181.288913575032
962,16.0,2,0.115592409,6,58.1246,8,1997,2,0,1,2181.288913575032
956,4.92,3,0.046048229,0,200.0084,7,2002,1,1,1,2181.288913575032
969,18.7,2,0.091720302,10,180.8292,9,1999,1,0,1,2181.288913575032
273,7.72,0,0.203400773,6,118.944,0,1998,1,2,0,2181.288913575032
1433,12.792854228644284,1,0.046870135,11,99.3016,5,1985,1,2,3,2181.288913575032
796,5.19,2,0.044502932,10,101.699,2,2007,1,1,1,2181.288913575032
822,15.7,2,0.008735936,10,205.998,8,1997,2,0,1,2181.288913575032
69,14.65,1,0.285077835,7,54.1614,0,1998,1,2,0,2181.288913575032
406,17.6,2,0.041465078,13,38.119,7,2002,1,1,1,2181.288913575032
1360,19.75,1,0.014289425,9,103.8332,1,1987,0,2,1,2181.288913575032
839,17.35,2,0.062851683,0,90.583,8,1997,2,0,1,2181.288913575032
1116,5.44,2,0.017058723,0,176.037,6,2004,2,1,1,2181.288913575032
511,11.1,1,0.110580006,6,190.0846,1,1987,0,2,1,2181.288913575032
120,16.75,1,0.021310584,7,52.2298,3,2009,1,2,2,2181.288913575032
430,20.35,1,0.101598896,0,232.7616,0,1998,1,2,0,2181.288913575032
1089,5.86,2,0.0,10,155.9314,2,2007,1,1,1,2181.288913575032
1128,13.1,1,0.075245304,4,77.1354,3,2009,1,2,2,2181.288913575032
248,10.65,1,0.023951515,6,56.0272,1,1987,0,2,1,2181.288913575032
1482,9.0,1,0.069828759,8,263.6884,3,2009,1,2,2,2181.288913575032
539,8.985,1,0.183403018,6,100.47,8,1997,2,0,1,2181.288913575032
204,12.792854228644284,1,0.091011438,6,77.0986,4,1985,2,0,0,2181.288913575032
598,12.792854228644284,2,0.062868628,5,228.6668,5,1985,1,2,3,2181.288913575032
1067,14.5,1,0.064321473,3,151.7682,3,2009,1,2,2,2181.288913575032
581,19.25,2,0.027080602,10,197.611,8,1997,2,0,1,2181.288913575032
1134,6.785,2,0.023010532,13,209.1928,9,1999,1,0,1,2181.288913575032
519,16.7,2,0.038520943,13,144.6102,6,2004,2,1,1,2181.288913575032
844,6.46,2,0.049262588,6,147.6102,7,2002,1,1,1,2181.288913575032
405,17.35,2,0.146272238,12,151.505,6,2004,2,1,1,2181.288913575032
885,12.792854228644284,2,0.023042273,13,42.6428,5,1985,1,2,3,2181.288913575032
546,9.195,2,0.122281599,6,99.4016,6,2004,2,1,1,2181.288913575032
327,20.1,2,0.054677324,5,151.7366,3,2009,1,2,2,2181.288913575032
1414,16.35,1,0.017089325,9,95.841,2,2007,1,1,1,2181.288913575032
958,6.75,2,0.108238986,4,97.2752,8,1997,2,0,1,2181.288913575032
1536,6.36,1,0.005987891,9,163.6526,9,1999,1,0,1,2181.288913575032
514,8.895,2,0.039033732,0,207.8296,6,2004,2,1,1,2181.288913575032
1267,12.792854228644284,1,0.055806016,9,117.4492,5,1985,1,2,3,2181.288913575032
748,12.792854228644284,1,0.062307997,1,217.4166,4,1985,2,0,0,2181.288913575032
1126,18.2,4,0.0,0,241.4196,1,1987,0,2,1,2181.288913575032
678,5.88,1,0.086808977,5,152.7998,3,2009,1,2,2,2181.288913575032
1056,9.195,2,0.051607098,0,77.8644,6,2004,2,1,1,2181.288913575032
1548,8.43,1,0.177546973,9,171.9422,1,1987,0,2,1,2181.288913575032
590,12.85,1,0.281955554,5,46.006,0,1998,1,2,0,2181.288913575032
855,10.8,1,0.029061192,13,240.0222,3,2009,1,2,2,2181.288913575032
536,7.145,1,0.017786864,5,161.0578,8,1997,2,0,1,2181.288913575032
50,14.8,1,0.04513213,14,77.167,2,2007,1,1,1,2181.288913575032
769,18.7,2,0.070632902,5,231.201,1,1987,0,2,1,2181.288913575032
1014,6.61,2,0.029175827,13,186.5898,2,2007,1,1,1,2181.288913575032
580,20.0,2,0.10429446,3,105.5622,7,2002,1,1,1,2181.288913575032
409,9.285,2,0.049239282,5,244.1144,1,1987,0,2,1,2181.288913575032
158,7.52,1,0.055117075,6,128.7994,6,2004,2,1,1,2181.288913575032
1104,12.792854228644284,2,0.069961219,13,66.4484,5,1985,1,2,3,2181.288913575032
1301,8.85,1,0.016044864,9,103.1964,9,1999,1,0,1,2181.288913575032
60,14.15,1,0.042145893,4,51.7982,1,1987,0,2,1,2181.288913575032
1323,6.675,1,0.021700021,9,35.5874,9,1999,1,0,1,2181.288913575032
510,7.26,0,0.014423523,10,118.015,8,1997,2,0,1,2181.288913575032
321,18.2,0,0.049319685,6,150.0734,8,1997,2,0,1,2181.288913575032
770,12.792854228644284,1,0.081387725,6,49.6692,4,1985,2,0,0,2181.288913575032
953,15.85,1,0.057429676,13,53.2956,7,2002,1,1,1,2181.288913575032
367,5.19,1,0.042794507,5,195.011,3,2009,1,2,2,2181.288913575032
1152,9.3,1,0.042966544,6,87.7172,8,1997,2,0,1,2181.288913575032
635,12.792854228644284,1,0.044984953,5,179.866,5,1985,1,2,3,2181.288913575032
492,12.5,2,0.062440359,0,197.9426,9,1999,1,0,1,2181.288913575032
872,12.35,1,0.099960144,6,115.2518,7,2002,1,1,1,2181.288913575032
300,13.3,1,0.021316704,0,117.7124,7,2002,1,1,1,2181.288913575032
1075,12.6,1,0.048782082,1,60.5194,8,1997,2,0,1,2181.288913575032
678,5.88,1,0.086591206,5,154.4998,9,1999,1,0,1,2181.288913575032
1456,15.75,1,0.135282803,9,97.87,9,1999,1,0,1,2181.288913575032
1465,17.7,1,0.01261332,9,166.5474,2,2007,1,1,1,2181.288913575032
1486,8.6,1,0.069557245,9,91.5146,7,2002,1,1,1,2181.288913575032
73,20.7,1,0.1551444,4,75.867,0,1998,1,2,0,2181.288913575032
241,12.792854228644284,2,0.026174636,6,103.7332,5,1985,1,2,3,2181.288913575032
922,13.65,1,0.082381676,6,150.805,0,1998,1,2,0,2181.288913575032
240,19.0,2,0.0,6,225.272,6,2004,2,1,1,2181.288913575032
932,10.5,1,0.041629595,6,37.3164,2,2007,1,1,1,2181.288913575032
896,9.3,1,0.111199491,1,64.0826,6,2004,2,1,1,2181.288913575032
1164,13.15,1,0.043941955,13,182.295,3,2009,1,2,2,2181.288913575032
1114,20.75,1,0.0,13,105.9622,8,1997,2,0,1,2181.288913575032
22,18.75,1,0.0,4,99.3042,8,1997,2,0,1,2181.288913575032
450,12.792854228644284,1,0.133171307,6,97.641,4,1985,2,0,0,2181.288913575032
889,20.35,1,0.089452302,4,262.7594,6,2004,2,1,1,2181.288913575032
798,5.785,2,0.053847216,6,86.8856,8,1997,2,0,1,2181.288913575032
739,15.85,1,0.069382034,1,219.6166,3,2009,1,2,2,2181.288913575032
316,7.76,1,0.059687962,13,99.47,2,2007,1,1,1,2181.288913575032
637,15.6,1,0.08789759,13,218.3798,7,2002,1,1,1,2181.288913575032
1228,16.85,2,0.160104378,5,195.7478,9,1999,1,0,1,2181.288913575032
1482,9.0,0,0.116404843,8,264.6884,0,1998,1,2,0,2181.288913575032
1393,12.792854228644284,1,0.145045421,9,60.0194,4,1985,2,0,0,2181.288913575032
739,15.85,1,0.069207981,1,219.5166,9,1999,1,0,1,2181.288913575032
1290,15.0,1,0.045162424,8,141.3838,2,2007,1,1,1,2181.288913575032
123,16.6,1,0.135733218,7,172.7422,8,1997,2,0,1,2181.288913575032
1420,12.792854228644284,1,0.059202419,11,239.3538,5,1985,1,2,3,2181.288913575032
570,9.6,1,0.051424565,13,258.162,1,1987,0,2,1,2181.288913575032
820,5.405,2,0.053621283,3,198.7742,8,1997,2,0,1,2181.288913575032
1264,20.75,1,0.025181597,8,150.2734,7,2002,1,1,1,2181.288913575032
1447,17.75,1,0.03067961,11,178.066,2,2007,1,1,1,2181.288913575032
829,12.6,2,0.052782711,0,170.3764,0,1998,1,2,0,2181.288913575032
775,19.7,2,0.16056791,3,256.4014,1,1987,0,2,1,2181.288913575032
625,6.425,1,0.063175326,2,131.2626,8,1997,2,0,1,2181.288913575032
788,7.35,2,0.014446383,6,242.9512,2,2007,1,1,1,2181.288913575032
576,12.792854228644284,1,0.227609738,6,186.0898,4,1985,2,0,0,2181.288913575032
1530,17.6,0,0.026256897,9,182.6976,0,1998,1,2,0,2181.288913575032
728,12.792854228644284,2,0.044764726,6,118.8808,5,1985,1,2,3,2181.288913575032
1003,15.6,2,0.035578149,13,112.6518,7,2002,1,1,1,2181.288913575032
479,12.792854228644284,2,0.237725726,5,54.964,4,1985,2,0,0,2181.288913575032
599,15.7,2,0.122466933,6,113.0544,8,1997,2,0,1,2181.288913575032
149,7.55,2,0.030944625,6,123.5072,8,1997,2,0,1,2181.288913575032
155,16.1,1,0.065315421,4,147.176,7,2002,1,1,1,2181.288913575032
1054,12.792854228644284,1,0.012546822,13,139.918,5,1985,1,2,3,2181.288913575032
1424,9.06,1,0.009774419,11,212.856,6,2004,2,1,1,2181.288913575032
1445,16.6,1,0.016210706,8,105.8596,8,1997,2,0,1,2181.288913575032
1215,10.5,2,0.026478367,0,141.9128,3,2009,1,2,2,2181.288913575032
676,6.615,4,0.092492086,3,251.0408,2,2007,1,1,1,2181.288913575032
700,16.75,2,0.008566545,10,74.9038,8,1997,2,0,1,2181.288913575032
966,12.0,1,0.075485441,0,122.3388,1,1987,0,2,1,2181.288913575032
187,17.2,2,0.056978251,6,224.4088,6,2004,2,1,1,2181.288913575032
318,8.71,1,0.202948268,3,94.7778,0,1998,1,2,0,2181.288913575032
97,20.25,1,0.036382541,4,221.0482,9,1999,1,0,1,2181.288913575032
1044,10.695,2,0.011423298,13,74.6038,6,2004,2,1,1,2181.288913575032
883,12.792854228644284,0,0.05360606,6,184.3292,5,1985,1,2,3,2181.288913575032
357,12.792854228644284,1,0.102972092,3,102.899,5,1985,1,2,3,2181.288913575032
1100,14.0,2,0.105740196,5,143.3812,2,2007,1,1,1,2181.288913575032
1281,20.2,1,0.099912316,9,186.8898,8,1997,2,0,1,2181.288913575032
865,6.675,1,0.042158587,13,90.8462,2,2007,1,1,1,2181.288913575032
101,11.65,1,0.01936859,7,40.0164,6,2004,2,1,1,2181.288913575032
1298,19.7,1,0.027001133,9,98.9726,2,2007,1,1,1,2181.288913575032
325,13.65,2,0.031623019,3,97.87,2,2007,1,1,1,2181.288913575032
253,7.905,1,0.055210913,5,108.0254,3,2009,1,2,2,2181.288913575032
980,19.25,2,0.058512492,5,84.2908,3,2009,1,2,2,2181.288913575032
1297,8.93,1,0.013176896,9,55.9614,6,2004,2,1,1,2181.288913575032
983,11.8,2,0.076720455,13,35.8558,8,1997,2,0,1,2181.288913575032
1065,12.792854228644284,1,0.04779447,1,217.3166,5,1985,1,2,3,2181.288913575032
969,18.7,2,0.0,10,182.1292,7,2002,1,1,1,2181.288913575032
256,8.96,2,0.0,6,198.5768,0,1998,1,2,0,2181.288913575032
1474,9.105,1,0.038474607,9,34.89,6,2004,2,1,1,2181.288913575032
76,10.8,1,0.058422401,7,75.238,6,2004,2,1,1,2181.288913575032
1398,6.095,3,0.0,11,142.5154,6,2004,2,1,1,2181.288913575032
908,17.0,1,0.055422895,4,222.3114,6,2004,2,1,1,2181.288913575032
761,12.65,1,0.069424963,10,52.4324,8,1997,2,0,1,2181.288913575032
814,13.65,2,0.013027225,6,116.7834,1,1987,0,2,1,2181.288913575032
1046,12.792854228644284,1,0.046051414,0,124.602,4,1985,2,0,0,2181.288913575032
471,12.792854228644284,2,0.126255345,5,76.8354,5,1985,1,2,3,2181.288913575032
903,12.792854228644284,2,0.029353119,13,107.2622,5,1985,1,2,3,2181.288913575032
175,6.32,1,0.012743738,10,38.6822,7,2002,1,1,1,2181.288913575032
259,15.5,1,0.055023254,0,108.2938,0,1998,1,2,0,2181.288913575032
542,12.792854228644284,2,0.062225629,0,166.4184,5,1985,1,2,3,2181.288913575032
141,9.3,1,0.042291451,7,122.7388,8,1997,2,0,1,2181.288913575032
1353,20.1,1,0.034652619,9,119.9782,8,1997,2,0,1,2181.288913575032
1546,6.38,1,0.015224339,9,144.647,3,2009,1,2,2,2181.288913575032
125,15.35,1,0.0,14,196.3768,9,1999,1,0,1,2181.288913575032
831,11.65,1,0.174402008,4,51.9298,7,2002,1,1,1,2181.288913575032
350,5.925,2,0.096617312,4,44.1086,9,1999,1,0,1,2181.288913575032
943,7.81,2,0.034182922,13,166.6158,2,2007,1,1,1,2181.288913575032
825,18.7,1,0.037591645,6,112.6886,1,1987,0,2,1,2181.288913575032
340,5.26,2,0.06991841,0,162.9868,0,1998,1,2,0,2181.288913575032
593,12.792854228644284,1,0.063714498,13,90.2488,4,1985,2,0,0,2181.288913575032
854,6.11,2,0.102835238,6,131.5968,1,1987,0,2,1,2181.288913575032
503,12.792854228644284,1,0.163505748,6,89.5146,4,1985,2,0,0,2181.288913575032
348,14.15,1,0.063451474,15,126.5046,0,1998,1,2,0,2181.288913575032
1039,7.97,2,0.066935112,10,89.4514,0,1998,1,2,0,2181.288913575032
1024,7.645,2,0.066809761,13,41.7112,9,1999,1,0,1,2181.288913575032
262,16.0,2,0.06519584,4,78.3986,7,2002,1,1,1,2181.288913575032
1535,19.0,1,0.017704532,8,210.8244,1,1987,0,2,1,2181.288913575032
1459,12.792854228644284,1,0.013301702,11,105.028,5,1985,1,2,3,2181.288913575032
1026,12.792854228644284,2,0.06057989,0,100.5384,5,1985,1,2,3,2181.288913575032
351,10.395,2,0.03005585,4,88.1514,2,2007,1,1,1,2181.288913575032
404,12.792854228644284,2,0.125079268,6,176.9028,5,1985,1,2,3,2181.288913575032
1030,12.792854228644284,2,0.082529103,5,34.1558,5,1985,1,2,3,2181.288913575032
488,17.7,1,0.175359775,6,114.3834,2,2007,1,1,1,2181.288913575032
524,10.695,1,0.0,6,61.7536,9,1999,1,0,1,2181.288913575032
677,19.35,2,0.065787291,10,169.7816,3,2009,1,2,2,2181.288913575032
1193,10.5,2,0.011043976,13,167.2842,2,2007,1,1,1,2181.288913575032
244,14.5,2,0.041241272,3,41.2454,6,2004,2,1,1,2181.288913575032
187,17.2,2,0.057311381,6,224.8088,2,2007,1,1,1,2181.288913575032
1255,12.8,2,0.132357566,4,181.9608,0,1998,1,2,0,2181.288913575032
53,17.25,1,0.037243966,14,165.2526,9,1999,1,0,1,2181.288913575032
732,20.75,2,0.06327325,2,153.1682,1,1987,0,2,1,2181.288913575032
1331,12.1,1,0.080257683,9,172.7106,2,2007,1,1,1,2181.288913575032
625,6.425,1,0.063303448,2,132.0626,7,2002,1,1,1,2181.288913575032
1427,12.792854228644284,1,0.024531894,9,178.7686,5,1985,1,2,3,2181.288913575032
1525,18.0,1,0.015437518,8,156.4604,1,1987,0,2,1,2181.288913575032
648,12.792854228644284,1,0.025867549,5,148.1076,5,1985,1,2,3,2181.288913575032
1323,6.675,1,0.021662238,9,34.9874,6,2004,2,1,1,2181.288913575032
923,15.15,2,0.0122633,13,131.4284,8,1997,2,0,1,2181.288913575032
1394,12.65,1,0.047228313,11,110.7202,6,2004,2,1,1,2181.288913575032
1076,8.315,2,0.0,0,146.9444,3,2009,1,2,2,2181.288913575032
742,12.792854228644284,1,0.146972598,10,256.333,4,1985,2,0,0,2181.288913575032
563,7.09,1,0.007229947,0,48.3034,7,2002,1,1,1,2181.288913575032
1234,15.7,2,0.027611824,3,171.779,6,2004,2,1,1,2181.288913575032
1520,16.2,1,0.050418702,9,193.4162,9,1999,1,0,1,2181.288913575032
1116,5.44,2,0.017061949,0,178.437,8,1997,2,0,1,2181.288913575032
15,8.67,1,0.065382126,14,145.2128,1,1987,0,2,1,2181.288913575032
1491,10.8,1,0.041857932,8,189.6214,6,2004,2,1,1,2181.288913575032
1406,8.39,1,0.120988121,9,164.7868,3,2009,1,2,2,2181.288913575032
265,17.0,1,0.135620265,6,170.8106,1,1987,0,2,1,2181.288913575032
98,12.792854228644284,1,0.07747657,7,171.408,4,1985,2,0,0,2181.288913575032
1314,6.235,1,0.020239317,9,258.5962,7,2002,1,1,1,2181.288913575032
329,12.8,1,0.038404703,6,117.1492,0,1998,1,2,0,2181.288913575032
57,8.895,1,0.105023222,4,40.6138,1,1987,0,2,1,2181.288913575032
1100,14.0,2,0.105308924,5,141.6812,9,1999,1,0,1,2181.288913575032
1434,16.2,1,0.175184487,8,184.9608,8,1997,2,0,1,2181.288913575032
331,17.6,2,0.053263687,15,44.606,9,1999,1,0,1,2181.288913575032
787,19.7,1,0.041738399,5,108.6912,8,1997,2,0,1,2181.288913575032
889,20.35,1,0.089650666,4,259.8594,7,2002,1,1,1,2181.288913575032
1225,7.84,2,0.256919126,3,48.035,0,1998,1,2,0,2181.288913575032
879,7.285,1,0.050041563,4,156.3288,9,1999,1,0,1,2181.288913575032
242,9.8,2,0.073025471,13,119.0098,7,2002,1,1,1,2181.288913575032
1180,18.35,2,0.0,5,185.0266,9,1999,1,0,1,2181.288913575032
518,20.7,2,0.100155997,6,125.7388,6,2004,2,1,1,2181.288913575032
1051,16.0,1,0.076841095,6,42.6086,6,2004,2,1,1,2181.288913575032
1239,12.792854228644284,2,0.037948091,6,105.9964,5,1985,1,2,3,2181.288913575032
838,15.85,1,0.081787519,1,174.937,8,1997,2,0,1,2181.288913575032
668,14.1,1,0.113246012,0,52.7956,6,2004,2,1,1,2181.288913575032
338,12.792854228644284,1,0.107368929,13,183.0634,5,1985,1,2,3,2181.288913575032
991,10.5,2,0.024970259,6,218.1508,1,1987,0,2,1,2181.288913575032
1093,9.395,1,0.099524363,13,107.328,3,2009,1,2,2,2181.288913575032
988,16.7,2,0.042618956,4,117.3782,8,1997,2,0,1,2181.288913575032
328,12.792854228644284,2,0.005503734,6,169.779,5,1985,1,2,3,2181.288913575032
1519,20.25,1,0.148044603,8,105.9938,6,2004,2,1,1,2181.288913575032
206,8.02,1,0.0,13,151.7998,3,2009,1,2,2,2181.288913575032
728,10.195,2,0.044982556,6,116.1808,8,1997,2,0,1,2181.288913575032
158,12.792854228644284,1,0.054860542,6,129.7994,5,1985,1,2,3,2181.288913575032
84,13.8,1,0.097258937,4,55.993,7,2002,1,1,1,2181.288913575032
463,9.42,2,0.044081944,5,60.1194,3,2009,1,2,2,2181.288913575032
1255,12.8,2,0.079061378,4,182.8608,6,2004,2,1,1,2181.288913575032
1416,20.25,1,0.014219927,9,147.4418,6,2004,2,1,1,2181.288913575032
230,13.35,1,0.139336364,5,148.5392,1,1987,0,2,1,2181.288913575032
52,6.385,1,0.084312514,7,109.1596,2,2007,1,1,1,2181.288913575032
103,12.792854228644284,3,0.010712295,7,148.9392,5,1985,1,2,3,2181.288913575032
819,6.195,2,0.109993108,0,122.3098,2,2007,1,1,1,2181.288913575032
946,12.3,1,0.111904005,0,33.9874,2,2007,1,1,1,2181.288913575032
56,10.5,1,0.019127291,14,185.424,3,2009,1,2,2,2181.288913575032
92,18.35,1,0.041668881,7,190.4872,8,1997,2,0,1,2181.288913575032
396,11.0,2,0.08783053,5,158.263,6,2004,2,1,1,2181.288913575032
1364,5.03,1,0.008681751,9,121.1756,3,2009,1,2,2,2181.288913575032
1010,7.56,1,0.064131575,5,154.563,2,2007,1,1,1,2181.288913575032
1071,18.0,2,0.1432701,6,88.0514,3,2009,1,2,2,2181.288913575032
1392,7.93,1,0.071280135,8,44.8086,7,2002,1,1,1,2181.288913575032
161,7.435,1,0.084623634,15,168.6158,7,2002,1,1,1,2181.288913575032
1270,16.75,1,0.032719454,8,194.2162,3,2009,1,2,2,2181.288913575032
379,11.8,2,0.026353021,3,41.6138,6,2004,2,1,1,2181.288913575032
463,9.42,2,0.043903102,5,62.1194,8,1997,2,0,1,2181.288913575032
1213,12.792854228644284,3,0.069892283,13,226.3694,4,1985,2,0,0,2181.288913575032
1228,16.85,2,0.160180036,5,195.5478,7,2002,1,1,1,2181.288913575032
1393,13.0,1,0.083310458,9,61.7194,2,2007,1,1,1,2181.288913575032
161,7.435,1,0.084796386,15,166.7158,3,2009,1,2,2,2181.288913575032
1361,6.635,1,0.027064283,9,176.3396,6,2004,2,1,1,2181.288913575032
490,12.792854228644284,2,0.084723678,13,230.6668,5,1985,1,2,3,2181.288913575032
426,13.3,2,0.071452562,6,61.0536,8,1997,2,0,1,2181.288913575032
895,19.35,2,0.076759076,13,115.6518,8,1997,2,0,1,2181.288913575032
8,5.92,2,0.019196373,14,50.3692,6,2004,2,1,1,2181.288913575032
777,6.4,1,0.08473758,5,39.3796,6,2004,2,1,1,2181.288913575032
545,7.36,1,0.052302143,5,57.9588,6,2004,2,1,1,2181.288913575032
959,11.65,2,0.010935766,10,110.0544,9,1999,1,0,1,2181.288913575032
1038,20.25,2,0.076591246,4,196.3794,2,2007,1,1,1,2181.288913575032
871,10.195,4,0.14689096,5,141.2838,9,1999,1,0,1,2181.288913575032
1101,20.1,2,0.022516587,6,228.2036,3,2009,1,2,2,2181.288913575032
797,14.0,2,0.101142513,5,154.0656,0,1998,1,2,0,2181.288913575032
1364,5.03,1,0.008695437,9,121.1756,2,2007,1,1,1,2181.288913575032
886,4.635,1,0.141463034,1,130.0994,3,2009,1,2,2,2181.288913575032
1243,12.792854228644284,2,0.115178912,0,187.824,4,1985,2,0,0,2181.288913575032
353,17.25,2,0.159843921,6,62.2194,3,2009,1,2,2,2181.288913575032
1074,12.792854228644284,1,0.0,13,175.037,5,1985,1,2,3,2181.288913575032
1408,19.1,1,0.092104198,11,185.6608,7,2002,1,1,1,2181.288913575032
1456,15.75,1,0.135346732,9,98.37,7,2002,1,1,1,2181.288913575032
1072,12.1,1,0.0,6,106.528,2,2007,1,1,1,2181.288913575032
1001,19.35,2,0.058032403,6,236.5564,6,2004,2,1,1,2181.288913575032
846,7.31,1,0.044839188,13,108.257,0,1998,1,2,0,2181.288913575032
632,6.135,2,0.132777749,0,150.7366,0,1998,1,2,0,2181.288913575032
1549,8.485,1,0.058132207,8,102.899,8,1997,2,0,1,2181.288913575032
1515,14.35,1,0.017035555,8,112.5228,6,2004,2,1,1,2181.288913575032
1025,9.1,2,0.082000475,1,173.9054,3,2009,1,2,2,2181.288913575032
1539,13.5,1,0.054979611,8,36.9874,6,2004,2,1,1,2181.288913575032
1052,8.365,2,0.040006739,6,188.6188,3,2009,1,2,2,2181.288913575032
1092,18.35,2,0.094443441,6,84.3882,9,1999,1,0,1,2181.288913575032
1502,12.792854228644284,1,0.055569647,9,143.0496,5,1985,1,2,3,2181.288913575032
1291,7.39,1,0.0,9,251.5066,6,2004,2,1,1,2181.288913575032
1081,12.35,2,0.038468382,6,110.957,1,1987,0,2,1,2181.288913575032
672,11.5,1,0.072867754,6,191.653,6,2004,2,1,1,2181.288913575032
499,11.85,2,0.055831398,0,50.5666,7,2002,1,1,1,2181.288913575032
887,20.85,2,0.062576446,0,89.9514,2,2007,1,1,1,2181.288913575032
385,7.07,1,0.0,13,115.1834,9,1999,1,0,1,2181.288913575032
55,8.88,1,0.087272074,7,151.9682,2,2007,1,1,1,2181.288913575032
401,9.0,2,0.050706432,3,150.9024,3,2009,1,2,2,2181.288913575032
1544,20.25,1,0.025993608,9,179.3976,9,1999,1,0,1,2181.288913575032
710,5.765,1,0.0,5,122.1098,3,2009,1,2,2,2181.288913575032
20,13.85,1,0.030789262,14,142.5154,6,2004,2,1,1,2181.288913575032
489,16.5,1,0.028463,13,89.9146,9,1999,1,0,1,2181.288913575032
673,17.5,1,0.015560368,6,185.6266,8,1997,2,0,1,2181.288913575032
833,5.845,2,0.105230981,5,213.0218,7,2002,1,1,1,2181.288913575032
